motif_code,title,level_1_category,level_2_category,level_2_range,level_3_category,level_3_range
K60,Absurd contest won by deception.,Deceptions,Contests won by deception,K0-K99,Contests won by deception.,K0-K99
K70,Contest in strength won by deception.,Deceptions,Contests won by deception,K0-K99,Contests won by deception.,K0-K99
K80,Contests in other physical accomplishments won by deception.,Deceptions,Contests won by deception,K0-K99,Contests won by deception.,K0-K99
K90,Other contests won by deception.,Deceptions,Contests won by deception,K0-K99,Contests won by deception.,K0-K99
K100,Deceptive bargains. Icelandic: Boberg.,Deceptions,Deceptive bargains,K100-K299,Deceptive bargains,K100-K299
K110,Sale of pseudo-magic objects. French Canadian: Barbeau JAFL XXIX,Deceptions,Deceptive bargains,K100-K299,SALE OF WORTHLESS ARTICLES,K110-K149
K120,Sale of false treasure.,Deceptions,Deceptive bargains,K100-K299,SALE OF WORTHLESS ARTICLES,K110-K149
K130,Sale of worthless animals.,Deceptions,Deceptive bargains,K100-K299,SALE OF WORTHLESS ARTICLES,K110-K149
K140,Sale of other worthless objects.,Deceptions,Deceptive bargains,K100-K299,SALE OF WORTHLESS ARTICLES,K110-K149
K150,Sale of worthless services.,Deceptions,Deceptive bargains,K100-K299,Deceptive bargains,K100-K299
K170,Deception through pseudo-simple bargain.,Deceptions,Deceptive bargains,K100-K299,Deceptive bargains,K100-K299
K200,Deception in payment of debt.,Deceptions,Deceptive bargains,K100-K299,DECEPTION IN PAYMENT OF DEBT,K200-K249
K210,Devil cheated of his promised soul. The man saves it through deceit.,Deceptions,Deceptive bargains,K100-K299,DECEPTION IN PAYMENT OF DEBT,K200-K249
K220,Payment precluded by terms of the bargain. India: Thompson-Balys.,Deceptions,Deceptive bargains,K100-K299,DECEPTION IN PAYMENT OF DEBT,K200-K249
K230,Other deceptions in the payment of debt.,Deceptions,Deceptive bargains,K100-K299,DECEPTION IN PAYMENT OF DEBT,K200-K249
K250,Other deceptive bargains.,Deceptions,Deceptive bargains,K100-K299,Deceptive bargains,K100-K299
K300,Thefts and cheats—general. *Bloomfield Am. J. of Philology XLIV,Deceptions,Thefts and cheats,K300-K499,Thefts and cheats,K300-K499
K310,Means of entering house or treasury.,Deceptions,Thefts and cheats,K300-K499,THEFTS,K310-K439
K330,Means of hoodwinking the guardian or owner.,Deceptions,Thefts and cheats,K300-K499,THEFTS,K310-K439
K360,Other means of theft.,Deceptions,Thefts and cheats,K300-K499,THEFTS,K310-K439
K400,Thief escapes detection.,Deceptions,Thefts and cheats,K300-K499,THEFTS,K310-K439
K420,Thief loses his goods or is detected.,Deceptions,Thefts and cheats,K300-K499,THEFTS,K310-K439
K440,Other cheats.,Deceptions,Thefts and cheats,K300-K499,Other cheats,K440-K499
K500,Escape from death or danger by deception. *Chauvin VIII 136 No.,Deceptions,Escape by deception,K500-K699,Escape by deception,K500-K699
K510,Death order evaded. India: Thompson-Balys.,Deceptions,Escape by deception,K500-K699,Escape by deception,K500-K699
K520,"Death escaped through disguise, shamming, or substitution.",Deceptions,Escape by deception,K500-K699,Escape by deception,K500-K699
K540,Escape by overawing captor.,Deceptions,Escape by deception,K500-K699,Escape by deception,K500-K699
K550,Escape by false plea. A captive makes a request or proposes an action,Deceptions,Escape by deception,K500-K699,Escape by deception,K500-K699
K580,Captor persuaded into illusory punishment.,Deceptions,Escape by deception,K500-K699,Escape by deception,K500-K699
K600,Murderer or captor otherwise beguiled.,Deceptions,Escape by deception,K500-K699,Escape by deception,K500-K699
K620,Escape by deceiving the guard. India: Thompson-Balys.,Deceptions,Escape by deception,K500-K699,Escape by deception,K500-K699
K630,Escape by disarming (making pursuit difficult). Irish myth: *Cross.,Deceptions,Escape by deception,K500-K699,Escape by deception,K500-K699
K640,Escape by help of confederate.,Deceptions,Escape by deception,K500-K699,Escape by deception,K500-K699
K650,Other means of escape.,Deceptions,Escape by deception,K500-K699,Escape by deception,K500-K699
K700,Capture by deception.,Deceptions,Capture by deception,K700-K799,Capture by deception,K700-K799
K710,Victim enticed into voluntary captivity or helplessness.,Deceptions,Capture by deception,K700-K799,Capture by deception,K700-K799
K730,Victim trapped. India: Thompson-Balys; Indonesia: DeVries's list No. 47.,Deceptions,Capture by deception,K700-K799,Capture by deception,K700-K799
K750,Capture by decoy. Irish myth: Cross.,Deceptions,Capture by deception,K700-K799,Capture by deception,K700-K799
K770,Other deceptive captures.,Deceptions,Capture by deception,K700-K799,Capture by deception,K700-K799
K800,Killing or maiming by deception. India: Thompson-Balys.,Deceptions,Fatal deception,K800-K999,Killing or maiming by deception.,K800-K999
K810,Fatal deception into trickster's power.,Deceptions,Fatal deception,K800-K999,Killing or maiming by deception.,K800-K999
K840,Deception into fatal substitution.,Deceptions,Fatal deception,K800-K999,Killing or maiming by deception.,K800-K999
K850,Fatal deceptive game.,Deceptions,Fatal deception,K800-K999,Killing or maiming by deception.,K800-K999
K870,Fatal deception by narcotic (intoxication).,Deceptions,Fatal deception,K800-K999,Killing or maiming by deception.,K800-K999
K890,Dupe tricked into killing himself. Missouri French: Carrière.,Deceptions,Fatal deception,K800-K999,Killing or maiming by deception.,K800-K999
K910,"Murder by strategy. Types 10**, 221, 228; Irish myth: *Cross; Icelandic:",Deceptions,Fatal deception,K800-K999,Killing or maiming by deception.,K800-K999
K930,Treacherous murder of enemy's children or charges. Icelandic:,Deceptions,Fatal deception,K800-K999,Killing or maiming by deception.,K800-K999
K940,Deception into killing own family or animals.,Deceptions,Fatal deception,K800-K999,Killing or maiming by deception.,K800-K999
K950,Various kinds of treacherous murder. *Type 709; *Böklen 100ff.,Deceptions,Fatal deception,K800-K999,Killing or maiming by deception.,K800-K999
K960,Other fatal deceits.,Deceptions,Fatal deception,K800-K999,Killing or maiming by deception.,K800-K999
K1000,Deception into self-injury. Japanese: Ikeda; Indonesia: DeVries's list,Deceptions,Deception into self-injury,K1000-K1199,Deception into self-injury,K1000-K1199
K1010,Deception through false doctoring. Type 1136; Chinese: Graham.,Deceptions,Deception into self-injury,K1000-K1199,Deception into self-injury,K1000-K1199
K1020,Deception into disastrous attempt to procure food.,Deceptions,Deception into self-injury,K1000-K1199,Deception into self-injury,K1000-K1199
K1040,Dupe otherwise persuaded to voluntary self-injury.,Deceptions,Deception into self-injury,K1000-K1199,Deception into self-injury,K1000-K1199
K1080,Persons duped into injuring each other. Icelandic: Boberg.,Deceptions,Deception into self-injury,K1000-K1199,Deception into self-injury,K1000-K1199
K1110,Deceptions into self injury-miscellaneous.,Deceptions,Deception into self-injury,K1000-K1199,Deception into self-injury,K1000-K1199
K1200,Deception into humiliating position.,Deceptions,Deception into humiliating position,K1200-K1299,Deception into humiliating position.,K1200-K1299
K1210,Humiliated or baffled lovers. Child II 480—93 No. 112; Braga,Deceptions,Deception into humiliating position,K1200-K1299,Deception into humiliating position.,K1200-K1299
K1240,Deception into humiliating position—miscellaneous.,Deceptions,Deception into humiliating position,K1200-K1299,Deception into humiliating position.,K1200-K1299
K1300,Seduction.,Deceptions,Seduction or deceptive marriage,K1300-K1399,Seduction or deceptive marriage.,K1300-K1399
K1310,Seduction by disguise or substitution. Irish myth: Cross; Icelandic:,Deceptions,Seduction or deceptive marriage,K1300-K1399,Seduction or deceptive marriage.,K1300-K1399
K1330,Girl tricked into man's room (or power).,Deceptions,Seduction or deceptive marriage,K1300-K1399,Seduction or deceptive marriage.,K1300-K1399
K1340,Entrance into girl's (man's) room (bed) by trick.,Deceptions,Seduction or deceptive marriage,K1300-K1399,Seduction or deceptive marriage.,K1300-K1399
K1350,Woman persuaded (or wooed) by trick.,Deceptions,Seduction or deceptive marriage,K1300-K1399,Seduction or deceptive marriage.,K1300-K1399
K1380,Seductions—miscellaneous.,Deceptions,Seduction or deceptive marriage,K1300-K1399,Seduction or deceptive marriage.,K1300-K1399
K1400,Dupe's property destroyed. Type 1002.,Deceptions,Dupe's property destroyed,K1400-K1499,Dupe's property destroyed,K1400-K1499
K1410,Dupe's goods destroyed. West Indies: Flowers 539.,Deceptions,Dupe's property destroyed,K1400-K1499,Dupe's property destroyed,K1400-K1499
K1440,Dupe's animals destroyed or maimed. Type 1007; India: Thompson-,Deceptions,Dupe's property destroyed,K1400-K1499,Dupe's property destroyed,K1400-K1499
K1460,Members of dupe's family killed.,Deceptions,Dupe's property destroyed,K1400-K1499,Dupe's property destroyed,K1400-K1499
K1500,Deception connected with adultery.,Deceptions,Deceptions connected with adultery,K1500-K1599,Deceptions connected with adultery.,K1500-K1599
K1510,Adulteress outwits husband. *Penzer V 106 n. 1; *Bolte Frey 223f.,Deceptions,Deceptions connected with adultery,K1500-K1599,Deceptions connected with adultery.,K1500-K1599
K1550,Husband outwits adulteress and paramour. India: Thompson-Balys.,Deceptions,Deceptions connected with adultery,K1500-K1599,Deceptions connected with adultery.,K1500-K1599
K1570,Trickster outwits adulteress and paramour.,Deceptions,Deceptions connected with adultery,K1500-K1599,Deceptions connected with adultery.,K1500-K1599
K1580,Other deceits connected with adultery.,Deceptions,Deceptions connected with adultery,K1500-K1599,Deceptions connected with adultery.,K1500-K1599
K1600,Deceiver falls into own trap. Indonesia: DeVries's list Nos. 59-79;,Deceptions,Deceiver falls into own trap,K1600-K1699,Deceiver falls into own trap.,K1600-K1699
K1610,Deceiver falls into his own trap—miscellaneous incidents. India:,Deceptions,Deceiver falls into own trap,K1600-K1699,Deceiver falls into own trap.,K1600-K1699
K1700,Deception through bluffing.,Deceptions,DECEPTION THROUGH SHAMS,K1700-K2099,Deception through bluffing,K1700-K1799
K1710,Ogre (large animal) overawed. Missouri French: Carrière; Spanish:,Deceptions,DECEPTION THROUGH SHAMS,K1700-K2099,Deception through bluffing,K1700-K1799
K1760,Other bluffs.,Deceptions,DECEPTION THROUGH SHAMS,K1700-K2099,Deception through bluffing,K1700-K1799
K1800,Deception by disguise or illusion. Irish myth: *Cross.,Deceptions,DECEPTION THROUGH SHAMS,K1700-K2099,Deception by disguise or illusion.,K1800-K1899
K1810,Deception by disguise. Irish myth: *Cross.,Deceptions,DECEPTION THROUGH SHAMS,K1700-K2099,Deception by disguise or illusion.,K1800-K1899
K1840,Deception by substitution. Irish myth: Cross; India: Thompson-Balys.,Deceptions,DECEPTION THROUGH SHAMS,K1700-K2099,Deception by disguise or illusion.,K1800-K1899
K1860,Deception by feigned death (sleep). India: *Thompson-Balys.,Deceptions,DECEPTION THROUGH SHAMS,K1700-K2099,Deception by disguise or illusion.,K1800-K1899
K1870,Illusions. *BP III 201ff.; *Hibbard 205 n. 9; Irish myth: *Cross.,Deceptions,DECEPTION THROUGH SHAMS,K1700-K2099,Deception by disguise or illusion.,K1800-K1899
K1890,Other deceptions by disguise or illusion.,Deceptions,DECEPTION THROUGH SHAMS,K1700-K2099,Deception by disguise or illusion.,K1800-K1899
K1900,Impostures.,Deceptions,DECEPTION THROUGH SHAMS,K1700-K2099,Impostures,K1900-K1999
K1910,Marital impostors.,Deceptions,DECEPTION THROUGH SHAMS,K1700-K2099,Impostures,K1900-K1999
K1920,Substituted children.,Deceptions,DECEPTION THROUGH SHAMS,K1700-K2099,Impostures,K1900-K1999
K1930,Treacherous impostors.,Deceptions,DECEPTION THROUGH SHAMS,K1700-K2099,Impostures,K1900-K1999
K1950,Sham prowess.,Deceptions,DECEPTION THROUGH SHAMS,K1700-K2099,Impostures,K1900-K1999
K1970,Sham miracles.,Deceptions,DECEPTION THROUGH SHAMS,K1700-K2099,Impostures,K1900-K1999
K1980,Other impostures. K2165. Sham blind man throws suspicion on real,Deceptions,DECEPTION THROUGH SHAMS,K1700-K2099,Impostures,K1900-K1999
K2000,Hypocrites.,Deceptions,DECEPTION THROUGH SHAMS,K1700-K2099,Hypocrites,K2000-K2099
K2010,Hypocrite pretends friendship but attacks. Jewish: Neuman; India:,Deceptions,DECEPTION THROUGH SHAMS,K1700-K2099,Hypocrites,K2000-K2099
K2030,Double dealers.,Deceptions,DECEPTION THROUGH SHAMS,K1700-K2099,Hypocrites,K2000-K2099
K2050,Pretended virtue. K1912. The false virgin.,Deceptions,DECEPTION THROUGH SHAMS,K1700-K2099,Hypocrites,K2000-K2099
K2060,Detection of hypocrisy.,Deceptions,DECEPTION THROUGH SHAMS,K1700-K2099,Hypocrites,K2000-K2099
K2090,Other hypocritical acts.,Deceptions,DECEPTION THROUGH SHAMS,K1700-K2099,Hypocrites,K2000-K2099
K2100,False accusation. Missouri French: Carrière; Jewish: Neuman; India:,Deceptions,False accusations,K2100-K2199,False accusations,K2100-K2199
K2110,Slanders. Jewish: *Neuman.,Deceptions,False accusations,K2100-K2199,False accusations,K2100-K2199
K2130,Trouble-makers. Irish myth: *Cross.,Deceptions,False accusations,K2100-K2199,False accusations,K2100-K2199
K2150,Innocent made to appear guilty. B[ö]dker Exempler 303 No. 74;,Deceptions,False accusations,K2100-K2199,False accusations,K2100-K2199
K2200,Villains and traitors. Irish myth: Cross.,Deceptions,Villains and traitors,K2200-K2299,Villains and traitors,K2200-K2299
K2210,Treacherous relatives. Distinction between treacherous relatives and,Deceptions,Villains and traitors,K2200-K2299,Villains and traitors,K2200-K2299
K2220,Treacherous rivals. Irish myth: *Cross; Icelandic: Boberg; Missouri,Deceptions,Villains and traitors,K2200-K2299,Villains and traitors,K2200-K2299
K2230,Treacherous lovers. (Cf. K2221.),Deceptions,Villains and traitors,K2200-K2299,Villains and traitors,K2200-K2299
K2240,Treacherous officers and tradesmen.,Deceptions,Villains and traitors,K2200-K2299,Villains and traitors,K2200-K2299
K2250,"Treacherous servants and workmen. Types 450, 652; Dickson 236 n.",Deceptions,Villains and traitors,K2200-K2299,Villains and traitors,K2200-K2299
K2260,"Dark traitors. Persons darks by race, habitual occupation, or",Deceptions,Villains and traitors,K2200-K2299,Villains and traitors,K2200-K2299
K2270,Deformed villains.,Deceptions,Villains and traitors,K2200-K2299,Villains and traitors,K2200-K2299
K2280,Treacherous churchmen.,Deceptions,Villains and traitors,K2200-K2299,Villains and traitors,K2200-K2299
K2290,Other villains and traitors.,Deceptions,Villains and traitors,K2200-K2299,Villains and traitors,K2200-K2299
K2300,Other deceptions.,Deceptions,Other deceptions,K2300-K2399,Other deceptions,K2300-K2399
K2310,Deception by equivocation. Irish myth: *Cross; Missouri French:,Deceptions,Other deceptions,K2300-K2399,Other deceptions,K2300-K2399
K2320,Deception by frightening. Missouri French: Carrière; Spanish:,Deceptions,Other deceptions,K2300-K2399,Other deceptions,K2300-K2399
K2350,Military strategy.,Deceptions,Other deceptions,K2300-K2399,Other deceptions,K2300-K2399
K2370,Miscellaneous deceptions.,Deceptions,Other deceptions,K2300-K2399,Other deceptions,K2300-K2399
L0,"Victorious youngest child. *Fb ""yngst"" III 1132a; *Saintyves Perrault 128ff.;",Reversals of Fortune,Victorious youngest child,L0-L99,Victorious youngest child,L0-L99
L10,"Victorious youngest son. *Types 326, 402, 471, 513, 550, 551, 554, 569,",Reversals of Fortune,Victorious youngest child,L0-L99,Victorious youngest child,L0-L99
L50,"Victorious youngest daughter. *Types 361, 425, 431, 440, 480, 510, 511,",Reversals of Fortune,Victorious youngest child,L0-L99,Victorious youngest child,L0-L99
L70,Youngest of group victorious.,Reversals of Fortune,Victorious youngest child,L0-L99,Victorious youngest child,L0-L99
L100,Unpromising hero (heroine). Irish myth: *Cross; India: *Thompson-,Reversals of Fortune,Unpromising hero (heroine),L100-L199,Unpromising hero (heroine),L100-L199
L110,Types of unpromising heroes (heroines).,Reversals of Fortune,Unpromising hero (heroine),L100-L199,Unpromising hero (heroine),L100-L199
L130,Abode of unpromising hero (heroine).,Reversals of Fortune,Unpromising hero (heroine),L100-L199,Unpromising hero (heroine),L100-L199
L140,The unpromising surpasses the promising.,Reversals of Fortune,Unpromising hero (heroine),L100-L199,Unpromising hero (heroine),L100-L199
L160,"Success of the unpromising hero (heroine). Irish: *Cross, O'Suilleabhain",Reversals of Fortune,Unpromising hero (heroine),L100-L199,Unpromising hero (heroine),L100-L199
L200,Modesty brings reward.,Reversals of Fortune,Modesty brings reward,L200-L299,Modesty brings reward,L200-L299
L210,"Modest choice best. Types 480, 580. See also references to L211 and",Reversals of Fortune,Modesty brings reward,L200-L299,Modesty brings reward,L200-L299
L220,Modest request best. *Cox 480; *BP II 232; *MacCulloch Childhood,Reversals of Fortune,Modesty brings reward,L200-L299,Modesty brings reward,L200-L299
L250,Modest business plans best.,Reversals of Fortune,Modesty brings reward,L200-L299,Modesty brings reward,L200-L299
L290,Modesty brings reward—miscellaneous.,Reversals of Fortune,Modesty brings reward,L200-L299,Modesty brings reward,L200-L299
L300,Triumph of the weak. Chauvin II 204 No. 59; Irish myth: Cross.,Reversals of Fortune,Triumph of the weak,L300-L399,Triumph of the weak.,L300-L399
L310,Weak overcomes strong in conflict.,Reversals of Fortune,Triumph of the weak,L300-L399,Triumph of the weak.,L300-L399
L330,Easy escape of weak (small).,Reversals of Fortune,Triumph of the weak,L300-L399,Triumph of the weak.,L300-L399
L350,Mildness triumphs over violence.,Reversals of Fortune,Triumph of the weak,L300-L399,Triumph of the weak.,L300-L399
L390,Triumph of the weak-miscellaneous.,Reversals of Fortune,Triumph of the weak,L300-L399,Triumph of the weak.,L300-L399
L400,Pride brought low. Jewish: *Neuman.,Reversals of Fortune,Pride brought low,L400-L499,Pride brought low,L400-L499
L410,Proud ruler (deity) humbled.,Reversals of Fortune,Pride brought low,L400-L499,Pride brought low,L400-L499
L420,Overweening ambition punished. Chinese: Graham.,Reversals of Fortune,Pride brought low,L400-L499,Pride brought low,L400-L499
L430,Arrogance repaid. Icelandic *Boberg.,Reversals of Fortune,Pride brought low,L400-L499,Pride brought low,L400-L499
L450,Proud animal less fortunate than humble.,Reversals of Fortune,Pride brought low,L400-L499,Pride brought low,L400-L499
L460,Pride brought low—miscellaneous.,Reversals of Fortune,Pride brought low,L400-L499,Pride brought low,L400-L499
M0,Judgments and decrees.,Ordaining the Future,Judgments and decrees,M0-M99,Judgments and decrees,M0-M99
M10,Irrevocable judgments.,Ordaining the Future,Judgments and decrees,M0-M99,Judgments and decrees,M0-M99
M20,Short-sighted judgments.,Ordaining the Future,Judgments and decrees,M0-M99,Judgments and decrees,M0-M99
M50,Other judgments and decrees.,Ordaining the Future,Judgments and decrees,M0-M99,Judgments and decrees,M0-M99
M90,Judgments and decrees—miscellaneous motifs.,Ordaining the Future,Judgments and decrees,M0-M99,Judgments and decrees,M0-M99
M100,"Vows and oaths. *Penzer X 355 s.v. ""vow""; *Hdwb. d. Abergl. II 659ff.;",Ordaining the Future,Vows and oaths,M100-M199,Vows and oaths,M100-M199
